"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","days","date","date2","date4","date5","Continent","Continent_Region"
"4113","IBH11208","Dengue virus 2","2-sylvatic","EF105387","10709","-N/A-",1966-01-01,"Unknown","-N/A-","Nigeria","genomic RNA",10709,0.973545454545454,">90%",1966-01-01,1965-12-26,1965-12-26,1965-12-26,1966-01-01,"Africa","Western Africa"
"4114","IBH11664","Dengue virus 2","2-sylvatic","EF105388","10711","-N/A-",1966-01-01,"Unknown","-N/A-","Nigeria","genomic RNA",10711,0.973727272727273,">90%",1966-01-01,1965-12-26,1965-12-26,1965-12-26,1966-01-01,"Africa","Western Africa"
"4115","DENV-3/IND/664481/1966","Dengue virus 3",NA,"JQ922555","10663","-N/A-",1966-01-01,"Human","Homo sapiens","India","genomic RNA",10663,0.969363636363636,">90%",1966-01-01,1965-12-26,1965-12-26,1965-12-26,1966-01-01,"Asia","India+"
"4116","DENV-2/PR/BID-V3367/1969","Dengue virus 2","2-American","GQ868600","10636","-N/A-",1969-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10636,0.966909090909091,">90%",1969-01-01,1968-12-29,1968-12-22,1968-12-22,1969-01-01,"South America","Rest Central America"
"4117","DENV2-PR159","Dengue virus 2","2-American","JX966380","10712","-N/A-",1969-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10712,0.973818181818182,">90%",1969-01-01,1968-12-29,1968-12-22,1968-12-22,1969-01-01,"South America","Rest Central America"
"4118","P8-1407","Dengue virus 2",NA,"EF105379","10719","-N/A-",1970-01-01,"Unknown","-N/A-","Malaysia","genomic RNA",10719,0.974454545454545,">90%",1970-01-01,1969-12-28,1969-12-21,1969-12-21,1970-01-01,"Asia","Southeastern Asia"
"4119","Dak HD 10674","Dengue virus 2","2-sylvatic","EF105384","10724","-N/A-",1970-01-01,"Unknown","-N/A-","Senegal","genomic RNA",10724,0.974909090909091,">90%",1970-01-01,1969-12-28,1969-12-21,1969-12-21,1970-01-01,"Africa","Western Africa"
"4120","SENDAK-HD-10674","Dengue virus 2","2-sylvatic","MW946564","10176","-N/A-",1970-01-01,"Human","Homo sapiens","Senegal","genomic RNA",10176,0.925090909090909,">90%",1970-01-01,1969-12-28,1969-12-21,1969-12-21,1970-01-01,"Africa","Western Africa"
"4121","D1.Myanmar.40553/71","Dengue virus 1",NA,"AY713473","10614","-N/A-",1971-01-01,"Unknown","-N/A-","Myanmar","genomic RNA",10614,0.964909090909091,">90%",1971-01-01,1970-12-27,1970-12-20,1970-12-20,1971-01-01,"Asia","Southeastern Asia"
"4122","D2/FJ/UH21/1971","Dengue virus 2","2-American","HM582099","10714","-N/A-",1971-01-01,"Unknown","-N/A-","Fiji","genomic RNA",10714,0.974,">90%",1971-01-01,1970-12-27,1970-12-20,1970-12-20,1971-01-01,"Australia","Oceania"
"4123","D2/NC/UH37/1971","Dengue virus 2","2-American","HM582102","10713","-N/A-",1971-01-01,"Unknown","-N/A-","New Caledonia","genomic RNA",10713,0.973909090909091,">90%",1971-01-01,1970-12-27,1970-12-20,1970-12-20,1971-01-01,"Australia","Oceania"
"4124","D2/FJ/UH40/1971","Dengue virus 2","2-American","HM582100","10713","-N/A-",1971-01-01,"Unknown","-N/A-","Fiji","genomic RNA",10713,0.973909090909091,">90%",1971-01-01,1970-12-27,1970-12-20,1970-12-20,1971-01-01,"Australia","Oceania"
"4125","D2/FJ/UH22/1971","Dengue virus 2","2-American","HM582101","10694","-N/A-",1971-01-01,"Unknown","-N/A-","Fiji","genomic RNA",10694,0.972181818181818,">90%",1971-01-01,1970-12-27,1970-12-20,1970-12-20,1971-01-01,"Australia","Oceania"
"4126","D2/PF/UH57/1971","Dengue virus 2","2-American","HM582109","10681","-N/A-",1971-01-01,"Unknown","-N/A-","French Polynesia","genomic RNA",10681,0.971,">90%",1971-01-01,1970-12-27,1970-12-20,1970-12-20,1971-01-01,"Australia","Oceania"
"4127","DENV-2/IND/715394/1971","Dengue virus 2","2-American","JQ922550","10619","-N/A-",1971-01-01,"Human","Homo sapiens","India","genomic RNA",10619,0.965363636363636,">90%",1971-01-01,1970-12-27,1970-12-20,1970-12-20,1971-01-01,"Asia","India+"
"4128","DENV-1/IND/715393/1971","Dengue virus 1",NA,"JQ922546","10663","-N/A-",1971-01-01,"Human","Homo sapiens","India","genomic RNA",10663,0.969363636363636,">90%",1971-01-01,1970-12-27,1970-12-20,1970-12-20,1971-01-01,"Asia","India+"
"4129","P72-1244","Dengue virus 1","1-sylvatic","EF457905","10735","-N/A-",1972-01-01,"Unknown","-N/A-","Malaysia","genomic RNA",10735,0.975909090909091,">90%",1972-01-01,1971-12-26,1971-12-19,1971-12-19,1972-01-01,"Asia","Southeastern Asia"
"4130","D2/AS/UH79/1972","Dengue virus 2","2-American","HM582105","10713","-N/A-",1972-01-01,"Unknown","-N/A-","American Samoa","genomic RNA",10713,0.973909090909091,">90%",1972-01-01,1971-12-26,1971-12-19,1971-12-19,1972-01-01,"Australia","Oceania"
"4131","D2/AS/UH85/1972","Dengue virus 2","2-American","HM582106","10714","-N/A-",1972-01-01,"Unknown","-N/A-","American Samoa","genomic RNA",10714,0.974,">90%",1972-01-01,1971-12-26,1971-12-19,1971-12-19,1972-01-01,"Australia","Oceania"
"4132","D2/AS/UH73/1972","Dengue virus 2","2-American","HM582107","10713","-N/A-",1972-01-01,"Unknown","-N/A-","American Samoa","genomic RNA",10713,0.973909090909091,">90%",1972-01-01,1971-12-26,1971-12-19,1971-12-19,1972-01-01,"Australia","Oceania"
"4133","D2/NC/UH97/1972","Dengue virus 2","2-American","HM582103","10713","-N/A-",1972-01-01,"Unknown","-N/A-","New Caledonia","genomic RNA",10713,0.973909090909091,">90%",1972-01-01,1971-12-26,1971-12-19,1971-12-19,1972-01-01,"Australia","Oceania"
"4134","D2/AS/UH77/1972","Dengue virus 2","2-American","HM582104","10713","-N/A-",1972-01-01,"Unknown","-N/A-","American Samoa","genomic RNA",10713,0.973909090909091,">90%",1972-01-01,1971-12-26,1971-12-19,1971-12-19,1972-01-01,"Australia","Oceania"
"4135","D2/PF/UH50/1972","Dengue virus 2","2-American","HM582108","10713","-N/A-",1972-01-01,"Unknown","-N/A-","French Polynesia","genomic RNA",10713,0.973909090909091,">90%",1972-01-01,1971-12-26,1971-12-19,1971-12-19,1972-01-01,"Australia","Oceania"
"4136","Dengue 2 S-5279 Samoa1972","Dengue virus 2","2-American","OK469349","10591","-N/A-",1972-01-01,"Human","Homo sapiens","Samoa","genomic RNA",10591,0.962818181818182,">90%",1972-01-01,1971-12-26,1971-12-19,1971-12-19,1972-01-01,"Australia","Oceania"
"4137","DENV-3/TH/BID-V3360/1973","Dengue virus 3",NA,"GQ868593","10663","-N/A-",1973-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10663,0.969363636363636,">90%",1973-01-01,1972-12-31,1972-12-31,1972-12-17,1973-01-01,"Asia","Southeastern Asia"
"4138","CH53489","Dengue virus 3",NA,"DQ863638","10707","-N/A-",1973-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10707,0.973363636363636,">90%",1973-01-01,1972-12-31,1972-12-31,1972-12-17,1973-01-01,"Asia","Southeastern Asia"
"4139","D2/PF/UH00/1973","Dengue virus 2","2-American","HM582110","10713","-N/A-",1973-01-01,"Unknown","-N/A-","French Polynesia","genomic RNA",10713,0.973909090909091,">90%",1973-01-01,1972-12-31,1972-12-31,1972-12-17,1973-01-01,"Australia","Oceania"
"4140","P73-1120","Dengue virus 4","4-sylvatic","JF262780","10667","-N/A-",1973-01-01,"Monkey","sentinel monkey","Malaysia","genomic RNA",10667,0.969727272727273,">90%",1973-01-01,1972-12-31,1972-12-31,1972-12-17,1973-01-01,"Asia","Southeastern Asia"
"4141","P73-1120","Dengue virus 4","4-sylvatic","MW945552","10167","-N/A-",1973-01-01,"Human","Homo sapiens","Malaysia","genomic RNA",10167,0.924272727272727,">90%",1973-01-01,1972-12-31,1972-12-31,1972-12-17,1973-01-01,"Asia","Southeastern Asia"
"4142","M30153-AC36","Dengue virus 4","4-II","MW945636","10164","-N/A-",1973-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10164,0.924,">90%",1973-01-01,1972-12-31,1972-12-31,1972-12-17,1973-01-01,"Asia","Indonesia+"
"4143","Dengue 3 S-40544 Burma 1973","Dengue virus 3",NA,"OK469355","10664","-N/A-",1973-01-01,"Human","Homo sapiens","Myanmar","genomic RNA",10664,0.969454545454545,">90%",1973-01-01,1972-12-31,1972-12-31,1972-12-17,1973-01-01,"Asia","Southeastern Asia"
"4144","Dak Ar D20761","Dengue virus 2","2-sylvatic","EF105385","10724","-N/A-",1974-01-01,"Unknown","-N/A-","Senegal","genomic RNA",10724,0.974909090909091,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Africa","Western Africa"
"4145","ThD2_0038_74","Dengue virus 2",NA,"DQ181806","10723","-N/A-",1974-01-01,"Unknown","-N/A-","Thailand","genomic RNA",10723,0.974818181818182,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Asia","Southeastern Asia"
"4146","Bangkok 1974","Dengue virus 2",NA,"AJ487271","10597","-N/A-",1974-01-01,"Unknown","-N/A-","Thailand","mRNA",10597,0.963363636363636,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Asia","Southeastern Asia"
"4147","Tonga/74","Dengue virus 2","2-American","AY744147","10713","-N/A-",1974-01-01,"Unknown","-N/A-","Tonga","genomic RNA",10713,0.973909090909091,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Australia","Oceania"
"4148","D2/TO/UH39/1974","Dengue virus 2","2-American","HM582114","10652","-N/A-",1974-01-01,"Unknown","-N/A-","Tonga","genomic RNA",10652,0.968363636363636,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Australia","Oceania"
"4149","D2/TO/UH16/1974","Dengue virus 2","2-American","HM582111","10713","-N/A-",1974-01-01,"Unknown","-N/A-","Tonga","genomic RNA",10713,0.973909090909091,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Australia","Oceania"
"4150","D2/TO/UH94/1974","Dengue virus 2","2-American","HM582116","10713","-N/A-",1974-01-01,"Unknown","-N/A-","Tonga","genomic RNA",10713,0.973909090909091,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Australia","Oceania"
"4151","D2/TO/UH20/1974","Dengue virus 2","2-American","HM582113","10713","-N/A-",1974-01-01,"Unknown","-N/A-","Tonga","genomic RNA",10713,0.973909090909091,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Australia","Oceania"
"4152","D2/TO/UH04/1974","Dengue virus 2","2-American","HM582117","10714","-N/A-",1974-01-01,"Unknown","-N/A-","Tonga","genomic RNA",10714,0.974,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Australia","Oceania"
"4153","D2/TO/UH19/1974","Dengue virus 2","2-American","HM582112","10714","-N/A-",1974-01-01,"Unknown","-N/A-","Tonga","genomic RNA",10714,0.974,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Australia","Oceania"
"4154","D2/TO/UH44/1974","Dengue virus 2","2-American","HM582115","10713","-N/A-",1974-01-01,"Unknown","-N/A-","Tonga","genomic RNA",10713,0.973909090909091,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Australia","Oceania"
"4155","S16803","Dengue virus 2",NA,"GU289914","10723","-N/A-",1974-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10723,0.974818181818182,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Asia","Southeastern Asia"
"4156","DENV-2/TH/1974","Dengue virus 2",NA,"MK268692","10721","-N/A-",1974-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10721,0.974636363636364,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Asia","Southeastern Asia"
"4157","RDENV1-WP-1A","Dengue virus 1","1-IV","MW945952","10179","-N/A-",1974-01-01,"Human","Homo sapiens","Nauru","genomic RNA",10179,0.925363636363636,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Australia","Oceania"
"4158","TONGA-74","Dengue virus 2","2-American","MW946475","10176","-N/A-",1974-01-01,"Human","Homo sapiens","Tonga","genomic RNA",10176,0.925090909090909,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Australia","Oceania"
"4159","POONA-742295","Dengue virus 2","2-Cosmopolitan","MW946478","10176","-N/A-",1974-01-01,"Human","Homo sapiens","India","genomic RNA",10176,0.925090909090909,">90%",1974-01-01,1973-12-30,1973-12-30,1973-12-16,1974-01-01,"Asia","India+"
"4160","P75-215","Dengue virus 4","4-sylvatic","EF457906","10666","-N/A-",1975-01-01,"Unknown","-N/A-","Malaysia","genomic RNA",10666,0.969636363636364,">90%",1975-01-01,1974-12-29,1974-12-29,1974-12-15,1975-01-01,"Asia","Southeastern Asia"
"4161","DENV-2/ID/1022DN/1975","Dengue virus 2","2-AsianII","GQ398268","10724","-N/A-",1975-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10724,0.974909090909091,">90%",1975-01-01,1974-12-29,1974-12-29,1974-12-15,1975-01-01,"Asia","Indonesia+"
"4162","DENV-2/ID/1023DN/1975","Dengue virus 2",NA,"GQ398263","10723","-N/A-",1975-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",1975-01-01,1974-12-29,1974-12-29,1974-12-15,1975-01-01,"Asia","Indonesia+"
"4163","DENV-2/ID/1016DN/1975","Dengue virus 2",NA,"GQ398258","10723","-N/A-",1975-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",1975-01-01,1974-12-29,1974-12-29,1974-12-15,1975-01-01,"Asia","Indonesia+"
"4164","P75-514","Dengue virus 4","4-sylvatic","JF262779","10667","-N/A-",1975-01-01,"Monkey","sentinel monkey","Malaysia","genomic RNA",10667,0.969727272727273,">90%",1975-01-01,1974-12-29,1974-12-29,1974-12-15,1975-01-01,"Asia","Southeastern Asia"
"4165","Dengue 1 S-30150 Fiji 1975","Dengue virus 1","1-IV","OK469344","10690","-N/A-",1975-01-01,"Human","Homo sapiens","Fiji","genomic RNA",10690,0.971818181818182,">90%",1975-01-01,1974-12-29,1974-12-29,1974-12-15,1975-01-01,"Australia","Oceania"
"4166","D1.Myanmar.40568/76","Dengue virus 1",NA,"AY722801","10614","-N/A-",1976-01-01,"Unknown","-N/A-","Myanmar","genomic RNA",10614,0.964909090909091,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Southeastern Asia"
"4167","DENV-2/ID/1070DN/1976","Dengue virus 2",NA,"GQ398260","10723","-N/A-",1976-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Indonesia+"
"4168","DENV-2/ID/1046DN/1976","Dengue virus 2",NA,"GQ398264","10723","-N/A-",1976-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Indonesia+"
"4169","DENV-2/ID/1127DN/1976","Dengue virus 2",NA,"GQ398262","10723","-N/A-",1976-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Indonesia+"
"4170","DENV-2/ID/1017DN/1976","Dengue virus 2",NA,"GQ398259","10723","-N/A-",1976-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Indonesia+"
"4171","DENV-2/ID/1172DN/1976","Dengue virus 2",NA,"GQ398261","10723","-N/A-",1976-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Indonesia+"
"4172","Indonesia 1976","Dengue virus","4-II","KX812530","10648","-N/A-",1976-01-01,"Unknown","-N/A-","Indonesia","genomic RNA",10648,0.968,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Indonesia+"
"4173","DENV4-1_1229","Dengue virus 4","4-II","OK605767","10648","-N/A-",1976-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10648,0.968,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Indonesia+"
"4174","Dengue 2 S-40921 Burma 1976","Dengue virus 2",NA,"OK469348","10558","-N/A-",1976-01-01,"Human","Homo sapiens","Myanmar","genomic RNA",10558,0.959818181818182,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Southeastern Asia"
"4175","Dengue 3 S-40580 Burma 1976","Dengue virus 3",NA,"OK469356","10648","-N/A-",1976-01-01,"Human","Homo sapiens","Myanmar","genomic RNA",10648,0.968,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Southeastern Asia"
"4176","Dengue 4 S-40946 Burma 1976","Dengue virus 4","4-I","OK469358","10598","-N/A-",1976-01-01,"Human","Homo sapiens","Myanmar","genomic RNA",10598,0.963454545454545,">90%",1976-01-01,1975-12-28,1975-12-28,1975-12-14,1976-01-01,"Asia","Southeastern Asia"
"4177","1328","Dengue virus 2","2-American","EU056812","10714","-N/A-",1977-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10714,0.974,">90%",1977-01-01,1976-12-26,1976-12-26,1976-12-12,1977-01-01,"South America","Rest Central America"
"4178","ThD4_0087_77","Dengue virus 4",NA,"AY618991","10650","-N/A-",1977-01-01,"Unknown","-N/A-","Thailand","genomic RNA",10650,0.968181818181818,">90%",1977-01-01,1976-12-26,1976-12-26,1976-12-12,1977-01-01,"Asia","Southeastern Asia"
"4179","DENV-2/ID/1183DN/1977","Dengue virus 2",NA,"GQ398257","10713","-N/A-",1977-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10713,0.973909090909091,">90%",1977-01-01,1976-12-26,1976-12-26,1976-12-12,1977-01-01,"Asia","Indonesia+"
"4180","Sleman/78","Dengue virus 3","3-I","AY648961","10707","-N/A-",1978-01-01,"Unknown","-N/A-","Indonesia","genomic RNA",10707,0.973363636363636,">90%",1978-01-01,1978-01-01,1977-12-25,1977-12-11,1978-01-01,"Asia","Indonesia+"
"4181","GD07/78","Dengue virus 4","4-II","FJ196849","10649","-N/A-",1978-01-01,"Unknown","-N/A-","China","genomic RNA",10649,0.968090909090909,">90%",1978-01-01,1978-01-01,1977-12-25,1977-12-11,1978-01-01,"Asia","China+"
"4182","SLEMAN-1280-AC25","Dengue virus 3","3-I","MW946955","10173","-N/A-",1978-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10173,0.924818181818182,">90%",1978-01-01,1978-01-01,1977-12-25,1977-12-11,1978-01-01,"Asia","Indonesia+"
"4183","ThD2_0168_79","Dengue virus 2","2-AsianI","DQ181805","10723","-N/A-",1979-01-01,"Unknown","-N/A-","Thailand","genomic RNA",10723,0.974818181818182,">90%",1979-01-01,1978-12-31,1978-12-24,1978-12-10,1979-01-01,"Asia","Southeastern Asia"
"4184","DENV-4/IND/793679/1979","Dengue virus 4",NA,"JQ922559","10616","-N/A-",1979-01-01,"Human","Homo sapiens","India","genomic RNA",10616,0.965090909090909,">90%",1979-01-01,1978-12-31,1978-12-24,1978-12-10,1979-01-01,"Asia","India+"
"4185","ThD1_0442_80","Dengue virus 1","1-V","AY732476","10735","-N/A-",1980-01-01,"Unknown","-N/A-","Thailand","genomic RNA",10735,0.975909090909091,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Asia","Southeastern Asia"
"4186","Dak Ar 2039","Dengue virus 2","2-sylvatic","EF105382","10722","-N/A-",1980-01-01,"Unknown","-N/A-","Burkina Faso","genomic RNA",10722,0.974727272727273,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Africa","Western Africa"
"4187","Dak Ar A2022","Dengue virus 2","2-sylvatic","EF105386","10721","-N/A-",1980-01-01,"Unknown","-N/A-","Burkina Faso","genomic RNA",10721,0.974636363636364,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Africa","Western Africa"
"4188","Dak Ar 578","Dengue virus 2","2-sylvatic","EF105380","10722","-N/A-",1980-01-01,"Unknown","-N/A-","Ivory Coast","genomic RNA",10722,0.974727272727273,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Africa","Western Africa"
"4189","GZ/80","Dengue virus 1",NA,"AF350498","10735","-N/A-",1980-01-01,"Unknown","-N/A-",NA,"genomic RNA",10735,0.975909090909091,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,NA,NA
"4190","DAK Ar 510","Dengue virus 2","2-sylvatic","EF105381","10722","-N/A-",1980-01-01,"Unknown","-N/A-","Ivory Coast","genomic RNA",10722,0.974727272727273,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Africa","Western Africa"
"4191","DAK Ar A1247","Dengue virus 2","2-sylvatic","EF105383","10700","-N/A-",1980-01-01,"Unknown","-N/A-","Ivory Coast","genomic RNA",10700,0.972727272727273,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Africa","Western Africa"
"4192","ThD1_0673_80","Dengue virus 1","1-V","AY732474","10735","-N/A-",1980-01-01,"Unknown","-N/A-","Thailand","genomic RNA",10735,0.975909090909091,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Asia","Southeastern Asia"
"4193","DENV-2/IND/803347/1980","Dengue virus 2",NA,"JQ922553","10591","-N/A-",1980-01-01,"Human","Homo sapiens","India","genomic RNA",10591,0.962818181818182,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Asia","India+"
"4194","03228/80","Dengue virus 1","1-V","MW946030","10179","-N/A-",1980-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10179,0.925363636363636,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Asia","Southeastern Asia"
"4195","01738/80","Dengue virus 1","1-V","MW946079","10179","-N/A-",1980-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10179,0.925363636363636,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Asia","Southeastern Asia"
"4196","00633/80","Dengue virus 1","1-V","MW946138","10179","-N/A-",1980-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10179,0.925363636363636,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Asia","Southeastern Asia"
"4197","Dengue 4 S-49383 Gilbert Islands 1980","Dengue virus 4","4-II","OK469359","10485","-N/A-",1980-01-01,"Human","Homo sapiens","Kiribati","genomic RNA",10485,0.953181818181818,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Australia","Oceania"
"4198","Dengue 4 S-49489 Niue 1980","Dengue virus 4","4-II","OK469360","10579","-N/A-",1980-01-01,"Human","Homo sapiens","Niue","genomic RNA",10579,0.961727272727273,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Australia","Oceania"
"4199","PUO-218","Dengue virus 2","2-AsianI","ON398847","10723","-N/A-",1980-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10723,0.974818181818182,">90%",1980-01-01,1979-12-30,1979-12-23,1979-12-09,1980-01-01,"Asia","Southeastern Asia"
"4200","PM33974","Dengue virus 2","2-sylvatic","EF105378","10722","-N/A-",1981-01-01,"Unknown","-N/A-","Guinea","genomic RNA",10722,0.974727272727273,">90%",1981-01-01,1980-12-28,1980-12-21,1980-12-07,1981-01-01,"Africa","Western Africa"
"4201","ThD1_0008_81","Dengue virus 1",NA,"AY732483","10735","-N/A-",1981-01-01,"Unknown","-N/A-",NA,"genomic RNA",10735,0.975909090909091,">90%",1981-01-01,1980-12-28,1980-12-21,1980-12-07,1981-01-01,NA,NA
"4202","Cuba_A15_1981","Dengue virus 2","2-AsianII","KF704354","10176","-N/A-",1981-01-01,"Human","Homo sapiens; serum","Cuba","genomic RNA",10176,0.925090909090909,">90%",1981-01-01,1980-12-28,1980-12-21,1980-12-07,1981-01-01,"South America","Rest Central America"
"4203","Cuba_A132_1981","Dengue virus 2","2-AsianII","KF704355","10176","-N/A-",1981-01-01,"Human","Homo sapiens; serum","Cuba","genomic RNA",10176,0.925090909090909,">90%",1981-01-01,1980-12-28,1980-12-21,1980-12-07,1981-01-01,"South America","Rest Central America"
"4204","Cuba_A115_1981","Dengue virus 2","2-AsianII","KF704356","10176","-N/A-",1981-01-01,"Human","Homo sapiens; serum","Cuba","genomic RNA",10176,0.925090909090909,">90%",1981-01-01,1980-12-28,1980-12-21,1980-12-07,1981-01-01,"South America","Rest Central America"
"4205","Cuba_A169_1981","Dengue virus 2","2-AsianII","KF704357","10176","-N/A-",1981-01-01,"Human","Homo sapiens; serum","Cuba","genomic RNA",10176,0.925090909090909,">90%",1981-01-01,1980-12-28,1980-12-21,1980-12-07,1981-01-01,"South America","Rest Central America"
"4206","Cuba_A35_1981","Dengue virus 2","2-AsianII","KF704358","10176","-N/A-",1981-01-01,"Human","Homo sapiens; serum","Cuba","genomic RNA",10176,0.925090909090909,">90%",1981-01-01,1980-12-28,1980-12-21,1980-12-07,1981-01-01,"South America","Rest Central America"
"4207","Dakar_HD_34460","Dengue virus 4","4-II","MF004387","10601","-N/A-",1981-01-01,"Human","Homo sapiens","Senegal","genomic RNA",10601,0.963727272727273,">90%",1981-01-01,1980-12-28,1980-12-21,1980-12-07,1981-01-01,"Africa","Western Africa"
"4208","42A","Dengue virus 4","4-II","MW945720","10167","-N/A-",1981-01-01,"Human","Homo sapiens","Dominica","genomic RNA",10167,0.924272727272727,">90%",1981-01-01,1980-12-28,1980-12-21,1980-12-07,1981-01-01,"South America","Rest Central America"
"4209","DENV 2 Jamaica B78779","Dengue virus 2","2-AsianAmerican","OK469346","10680","-N/A-",1981-01-01,"Human","Homo sapiens","Jamaica","genomic RNA",10680,0.970909090909091,">90%",1981-01-01,1980-12-28,1980-12-21,1980-12-07,1981-01-01,"South America","Rest Central America"
"4210","InJ-16-82","Dengue virus 3",NA,"DQ401690","10707","-N/A-",1982-01-01,"Unknown","-N/A-","Indonesia","genomic RNA",10707,0.973363636363636,">90%",1982-01-01,1981-12-27,1981-12-20,1981-12-06,1982-01-01,"Asia","Indonesia+"
"4211","mutant InJ-I6-82","Dengue virus 3",NA,"DQ401694","10707","-N/A-",1982-01-01,"Unknown","-N/A-","Indonesia","genomic RNA",10707,0.973363636363636,">90%",1982-01-01,1981-12-27,1981-12-20,1981-12-06,1982-01-01,"Asia","Indonesia+"
"4212","ThD1_0081_82","Dengue virus 1",NA,"AY732481","10735","-N/A-",1982-01-01,"Unknown","-N/A-","Thailand","genomic RNA",10735,0.975909090909091,">90%",1982-01-01,1981-12-27,1981-12-20,1981-12-06,1982-01-01,"Asia","Southeastern Asia"
"4213","341750","Dengue virus 4","4-II","GU289913","10649","-N/A-",1982-01-01,"Human","Homo sapiens","Colombia","genomic RNA",10649,0.968090909090909,">90%",1982-01-01,1981-12-27,1981-12-20,1981-12-06,1982-01-01,"South America","Rest South America"
