"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","days","date","date2","date4","date5","Continent","Continent_Region"
"620","ZIKV/Homo_Sapiens/NIC/8065_CHB3163/2016","Zika virus","Asian","OK054416","10775","-N/A-",2016-07-25,"Human","Homo sapiens","Nicaragua","genomic RNA",10775,0.979545454545454,">90%",2016-07-25,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"621","ZIKV/Homo_Sapiens/NIC/9262_CZB213/2016","Zika virus","Asian","OK054424","10733","-N/A-",2016-07-25,"Human","Homo sapiens","Nicaragua","genomic RNA",10733,0.975727272727273,">90%",2016-07-25,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"622","ZIKV/Homo_Sapiens/NIC/8155_CHB3164/2016","Zika virus","Asian","OK054448","10758","-N/A-",2016-07-26,"Human","Homo sapiens","Nicaragua","genomic RNA",10758,0.978,">90%",2016-07-26,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"623","ZIKV/Homo_Sapiens/NIC/2558_CZH215/2016","Zika virus","Asian","OK054374","10678","-N/A-",2016-07-26,"Human","Homo sapiens","Nicaragua","genomic RNA",10678,0.970727272727273,">90%",2016-07-26,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"624","ZIKV/Homo_Sapiens/NIC/5506_CZB169/2016","Zika virus","Asian","OK054430","10782","-N/A-",2016-07-26,"Human","Homo sapiens","Nicaragua","genomic RNA",10782,0.980181818181818,">90%",2016-07-26,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"625","Zika virus/H.sapiens-wt/BRA/2016/ZKV17Nsem_2016-07-27","Zika virus","Asian","MH882540","10731","-N/A-",2016-07-27,"Human","Homo sapiens","Brazil","genomic RNA",10731,0.975545454545454,">90%",2016-07-27,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Brazil"
"626","COL/FH05/2016","Zika virus","Asian","MK049248","10385","-N/A-",2016-07-27,"Human","Homo sapiens","Colombia","genomic RNA",10385,0.944090909090909,">90%",2016-07-27,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest South America"
"627","PR/DB-ZIKV884/2016","Zika virus","Asian","MW122433","10272","-N/A-",2016-07-27,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-07-27,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"628","PR/DB-ZIKV461/2016","Zika virus","Asian","MW122453","10272","-N/A-",2016-07-27,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-07-27,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"629","ZIKV/Homo_Sapiens/NIC/4187_CZB133/2016","Zika virus","Asian","OK054453","10765","-N/A-",2016-07-27,"Human","Homo sapiens","Nicaragua","genomic RNA",10765,0.978636363636364,">90%",2016-07-27,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"630","ZIKV/Homo_Sapiens/NIC/5660_CZB134/2016","Zika virus","Asian","OK054462","10770","-N/A-",2016-07-27,"Human","Homo sapiens","Nicaragua","genomic RNA",10770,0.979090909090909,">90%",2016-07-27,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"631","ZIKV/Homo_Sapiens/NIC/8016_CZB139/2016","Zika virus","Asian","OK054468","10773","-N/A-",2016-07-27,"Human","Homo sapiens","Nicaragua","genomic RNA",10773,0.979363636363636,">90%",2016-07-27,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"632","ZIKV/Homo_Sapiens/NIC/6739_CZB164/2016","Zika virus","Asian","OK054482","10767","-N/A-",2016-07-27,"Human","Homo sapiens","Nicaragua","genomic RNA",10767,0.978818181818182,">90%",2016-07-27,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"633","ZIKV/Homo_Sapiens/NIC/5066_CZB195/2016","Zika virus","Asian","OK054392","10761","-N/A-",2016-07-27,"Human","Homo sapiens","Nicaragua","genomic RNA",10761,0.978272727272727,">90%",2016-07-27,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"634","Zika virus/H.sapiens-wt/USA/2016/FLUR001","Zika virus","Asian","KY325480","10658","-N/A-",2016-07-28,"Human","Homo sapiens","United States of America","genomic RNA",10658,0.968909090909091,">90%",2016-07-28,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"635","Zika virus/H.sapiens-wt/USA/2016/FLUR002","Zika virus","Asian","KY325466","10710","-N/A-",2016-07-28,"Human","Homo sapiens","United States of America","genomic RNA",10710,0.973636363636364,">90%",2016-07-28,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"636","ZIKV/Homo_Sapiens/NIC/9259_CZB215/2016","Zika virus","Asian","OK054451","10758","-N/A-",2016-07-28,"Human","Homo sapiens","Nicaragua","genomic RNA",10758,0.978,">90%",2016-07-28,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"637","ZIKV/Homo_Sapiens/NIC/6775_CZB144/2016","Zika virus","Asian","OK054406","10766","-N/A-",2016-07-28,"Human","Homo sapiens","Nicaragua","genomic RNA",10766,0.978727272727273,">90%",2016-07-28,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"638","ZIKV/Homo_Sapiens/NIC/7193_CHB3146/2016","Zika virus","Asian","OK054410","10769","-N/A-",2016-07-28,"Human","Homo sapiens","Nicaragua","genomic RNA",10769,0.979,">90%",2016-07-28,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"639","ZIKV/Homo_Sapiens/NIC/1369_CZH211/2016","Zika virus","Asian","OK054427","10782","-N/A-",2016-07-28,"Human","Homo sapiens","Nicaragua","genomic RNA",10782,0.980181818181818,">90%",2016-07-28,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"640","Zika virus/H.sapiens-wt/USA/2016/FLUR005","Zika virus","Asian","KY325481","10647","-N/A-",2016-07-29,"Human","Homo sapiens","United States of America","genomic RNA",10647,0.967909090909091,">90%",2016-07-29,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"641","Zika virus/H.sapiens-wt/USA/2016/FLUR006","Zika virus","Asian","KY325467","10742","-N/A-",2016-07-29,"Human","Homo sapiens","United States of America","genomic RNA",10742,0.976545454545454,">90%",2016-07-29,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"642","ZIKV/Homo sapiens/MEX/42-007-F_V3_O/2016","Zika virus","Asian","MH157211","10352","-N/A-",2016-07-29,"Human","Homo sapiens","Mexico","genomic RNA",10352,0.941090909090909,">90%",2016-07-29,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Mexico"
"643","ZIKV/Homo_Sapiens/NIC/4521_CZB142/2016","Zika virus","Asian","OK054389","10767","-N/A-",2016-07-29,"Human","Homo sapiens","Nicaragua","genomic RNA",10767,0.978818181818182,">90%",2016-07-29,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"644","ZIKV/Homo_Sapiens/NIC/5886_CZB194/2016","Zika virus","Asian","OK054397","10691","-N/A-",2016-07-29,"Human","Homo sapiens","Nicaragua","genomic RNA",10691,0.971909090909091,">90%",2016-07-29,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"645","ZIKV/Homo_Sapiens/NIC/5893_CZB127/2016","Zika virus","Asian","OK054398","10752","-N/A-",2016-07-29,"Human","Homo sapiens","Nicaragua","genomic RNA",10752,0.977454545454545,">90%",2016-07-29,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"646","ZIKV/Homo_Sapiens/NIC/6799_CHB3154/2016","Zika virus","Asian","OK054407","10778","-N/A-",2016-07-29,"Human","Homo sapiens","Nicaragua","genomic RNA",10778,0.979818181818182,">90%",2016-07-29,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"647","ZIKV/Homo_Sapiens/NIC/7673_CZB156/2016","Zika virus","Asian","OK054433","10782","-N/A-",2016-07-29,"Human","Homo sapiens","Nicaragua","genomic RNA",10782,0.980181818181818,">90%",2016-07-29,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"648","PR/DB-ZIKV018/2016","Zika virus","Asian","MW122377","10272","-N/A-",2016-07-30,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-07-30,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"649","ZIKV/Homo_Sapiens/NIC/8689_CZB199/2016","Zika virus","Asian","OK054421","10754","-N/A-",2016-07-30,"Human","Homo sapiens","Nicaragua","genomic RNA",10754,0.977636363636364,">90%",2016-07-30,2016-07-24,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"650","ZIKV/Homo_Sapiens/NIC/8376_CZB190/2016","Zika virus","Asian","OK054484","10776","-N/A-",2016-07-31,"Human","Homo sapiens","Nicaragua","genomic RNA",10776,0.979636363636364,">90%",2016-07-31,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"651","ZIKV/Homo_Sapiens/NIC/6153_CZB160/2016","Zika virus","Asian","OK054401","10778","-N/A-",2016-07-31,"Human","Homo sapiens","Nicaragua","genomic RNA",10778,0.979818181818182,">90%",2016-07-31,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"652","ZIKV/Homo_Sapiens/NIC/7547_CHB3152/2016","Zika virus","Asian","OK054413","10767","-N/A-",2016-07-31,"Human","Homo sapiens","Nicaragua","genomic RNA",10767,0.978818181818182,">90%",2016-07-31,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"653","Zika virus/H.sapiens-wt/USA/2016/FL-029-URI","Zika virus","Asian","KY785457","10349","-N/A-",2016-08-01,"Human","Homo sapiens","United States of America","genomic RNA",10349,0.940818181818182,">90%",2016-08-01,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"654","Zika virus/H.sapiens-wt/USA/2016/FL-028-SER","Zika virus","Asian","KY785443","10033","-N/A-",2016-08-01,"Human","Homo sapiens","United States of America","genomic RNA",10033,0.912090909090909,">90%",2016-08-01,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"655","Zika-GZDJ1685","Zika virus","Asian","MF099651","10260","-N/A-",2016-08-01,"-N/A-","Culex pipiens quinquefasciatus","China","genomic RNA",10260,0.932727272727273,">90%",2016-08-01,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"Asia","China+"
"656","CTS-178-16p","Zika virus","Asian","MH675625","10807","-N/A-",2016-08-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10807,0.982454545454545,">90%",2016-08-01,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"657","CTS-183-16p","Zika virus","Asian","MH675626","10807","-N/A-",2016-08-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10807,0.982454545454545,">90%",2016-08-01,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"658","CTS-193-16p","Zika virus","Asian","MH675627","10807","-N/A-",2016-08-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10807,0.982454545454545,">90%",2016-08-01,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"659","CTS-223-16p","Zika virus","Asian","MH675628","10807","-N/A-",2016-08-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10807,0.982454545454545,">90%",2016-08-01,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"660","QTX-02","Zika virus","Asian","MH675629","10807","-N/A-",2016-08-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10807,0.982454545454545,">90%",2016-08-01,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"661","ZIKV/Homo_Sapiens/NIC/6661_CZB218/2016","Zika virus","Asian","OK054404","10757","-N/A-",2016-08-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10757,0.977909090909091,">90%",2016-08-01,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"662","ZIKV/Homo_sapiens/USA/2016/FL030U","Zika virus","Asian","KX922704","10609","-N/A-",2016-08-02,"Human","Homo sapiens","United States of America","genomic RNA",10609,0.964454545454545,">90%",2016-08-02,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"663","Zika virus/H.sapiens-wt/USA/2016/FL-030-URI","Zika virus","Asian","KY014325","10601","-N/A-",2016-08-02,"Human","Homo sapiens","United States of America","genomic RNA",10601,0.963727272727273,">90%",2016-08-02,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"664","ZIKV/Homo_Sapiens/NIC/7683_CZB177/2016","Zika virus","Asian","OK054415","10774","-N/A-",2016-08-02,"Human","Homo sapiens","Nicaragua","genomic RNA",10774,0.979454545454545,">90%",2016-08-02,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"665","ZIKV/Homo_Sapiens/NIC/5406_CZB146/2016","Zika virus","Asian","OK054429","10782","-N/A-",2016-08-02,"Human","Homo sapiens","Nicaragua","genomic RNA",10782,0.980181818181818,">90%",2016-08-02,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"666","Zika virus/H.sapiens-wt/USA/2016/FL-035-URI","Zika virus","Asian","KY785440","5818","-N/A-",2016-08-03,"Human","Homo sapiens","United States of America","genomic RNA",5818,0.528909090909091,"50-90%",2016-08-03,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"667","PR/DB-ZIKV983/2016","Zika virus","Asian","MW122440","10272","-N/A-",2016-08-03,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-03,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"668","ZIKV/Homo_Sapiens/NIC/4069_CZH219/2016","Zika virus","Asian","OK054441","10757","-N/A-",2016-08-03,"Human","Homo sapiens","Nicaragua","genomic RNA",10757,0.977909090909091,">90%",2016-08-03,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"669","ZIKV/Homo_Sapiens/NIC/9261_CZB214/2016","Zika virus","Asian","OK054452","10758","-N/A-",2016-08-03,"Human","Homo sapiens","Nicaragua","genomic RNA",10758,0.978,">90%",2016-08-03,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"670","ZIKV/Homo_Sapiens/NIC/4445_CZB161/2016","Zika virus","Asian","OK054377","10474","-N/A-",2016-08-03,"Human","Homo sapiens","Nicaragua","genomic RNA",10474,0.952181818181818,">90%",2016-08-03,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"671","ZIKV/Homo_Sapiens/NIC/2007_CZH214/2016","Zika virus","Asian","OK054428","10782","-N/A-",2016-08-03,"Human","Homo sapiens","Nicaragua","genomic RNA",10782,0.980181818181818,">90%",2016-08-03,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"672","Zika virus/H.sapiens-wt/USA/2016/FLUR009","Zika virus","Asian","KY325470","10066","-N/A-",2016-08-04,"Human","Homo sapiens","United States of America","genomic RNA",10066,0.915090909090909,">90%",2016-08-04,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"673","Zika virus/H.sapiens-wt/USA/2016/FLUR008","Zika virus","Asian","KY325469","10776","-N/A-",2016-08-04,"Human","Homo sapiens","United States of America","genomic RNA",10776,0.979636363636364,">90%",2016-08-04,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"674","Zika virus/H.sapiens-wt/USA/2016/FLUR007","Zika virus","Asian","KY325468","10742","-N/A-",2016-08-04,"Human","Homo sapiens","United States of America","genomic RNA",10742,0.976545454545454,">90%",2016-08-04,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"675","ZIKV/Homo_sapiens/USA/2016/FL036Se","Zika virus","Asian","KY075936","10607","-N/A-",2016-08-04,"Human","Homo sapiens","United States of America","genomic RNA",10607,0.964272727272727,">90%",2016-08-04,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"676","Zika virus/H.sapiens-wt/USA/2016/FL-036-SER","Zika virus","Asian","KY785474","10597","-N/A-",2016-08-04,"Human","Homo sapiens","United States of America","genomic RNA",10597,0.963363636363636,">90%",2016-08-04,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"677","ZIKV/Homo_Sapiens/NIC/5575_CZB149/2016","Zika virus","Asian","OK054431","10782","-N/A-",2016-08-04,"Human","Homo sapiens","Nicaragua","genomic RNA",10782,0.980181818181818,">90%",2016-08-04,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"678","mex07/Mexico/2016","Zika virus","Asian","KY606272","10794","-N/A-",2016-08-05,"Human","Homo sapiens","Mexico","genomic RNA",10794,0.981272727272727,">90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Mexico"
"679","ZIKV/Homo_sapiens/USA/2016/FL032U","Zika virus","Asian","KX922705","10609","-N/A-",2016-08-05,"Human","Homo sapiens","United States of America","genomic RNA",10609,0.964454545454545,">90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"680","ZIKV/Homo_sapiens/USA/2016/FL038U","Zika virus","Asian","KX922706","10610","-N/A-",2016-08-05,"Human","Homo sapiens","United States of America","genomic RNA",10610,0.964545454545455,">90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"681","Zika virus/H.sapiens-wt/UNK/2016/MA-WGS16-029-SER","Zika virus","Asian","KY785454","8515","-N/A-",2016-08-05,"Human","Homo sapiens",NA,"genomic RNA",8515,0.774090909090909,"50-90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,NA,NA
"682","Zika virus/H.sapiens-wt/USA/2016/FL-032-URI","Zika virus","Asian","KY014298","10364","-N/A-",2016-08-05,"Human","Homo sapiens","United States of America","genomic RNA",10364,0.942181818181818,">90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"683","Zika virus/H.sapiens-wt/USA/2016/FL-038-URI","Zika virus","Asian","KY014326","10365","-N/A-",2016-08-05,"Human","Homo sapiens","United States of America","genomic RNA",10365,0.942272727272727,">90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"684","ZIKV/Homo sapiens/NIC/1304_13A1/2016","Zika virus","Asian","MF434516","10769","-N/A-",2016-08-05,"Human","Homo sapiens","Nicaragua","genomic RNA",10769,0.979,">90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"685","FLUR066","Zika virus","Asian","MK269361","10054","-N/A-",2016-08-05,"Human","Homo sapiens","United States of America","genomic RNA",10054,0.914,">90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"North America","USA"
"686","ZIKV/Homo_Sapiens/NIC/8186_CHB3165/2016","Zika virus","Asian","OK054437","10782","-N/A-",2016-08-05,"Human","Homo sapiens","Nicaragua","genomic RNA",10782,0.980181818181818,">90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"687","ZIKV/Homo_Sapiens/NIC/4359_CZB137/2016","Zika virus","Asian","OK054386","10761","-N/A-",2016-08-05,"Human","Homo sapiens","Nicaragua","genomic RNA",10761,0.978272727272727,">90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"688","ZIKV/Homo_Sapiens/NIC/5962_CHB3156/2016","Zika virus","Asian","OK054400","10756","-N/A-",2016-08-05,"Human","Homo sapiens","Nicaragua","genomic RNA",10756,0.977818181818182,">90%",2016-08-05,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"689","PR/DB-ZIKV272/2016","Zika virus","Asian","MW122391","10272","-N/A-",2016-08-06,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-06,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"690","ZIKV/Homo_Sapiens/NIC/4203_CHB3157/2016","Zika virus","Asian","OK054458","10779","-N/A-",2016-08-06,"Human","Homo sapiens","Nicaragua","genomic RNA",10779,0.979909090909091,">90%",2016-08-06,2016-07-31,2016-07-24,2016-07-10,2016-01-01,"South America","Rest Central America"
"691","ZIKV/Homo_Sapiens/NIC/8525_CZB196/2016","Zika virus","Asian","OK054449","10758","-N/A-",2016-08-07,"Human","Homo sapiens","Nicaragua","genomic RNA",10758,0.978,">90%",2016-08-07,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"692","ZIKV/Homo_Sapiens/NIC/9275_CZB212/2016","Zika virus","Asian","OK054486","10759","-N/A-",2016-08-07,"Human","Homo sapiens","Nicaragua","genomic RNA",10759,0.978090909090909,">90%",2016-08-07,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"693","Zika virus/H.sapiens-wt/USA/2016/FLUR011","Zika virus","Asian","KY325471","10622","-N/A-",2016-08-08,"Human","Homo sapiens","United States of America","genomic RNA",10622,0.965636363636364,">90%",2016-08-08,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"North America","USA"
"694","ZIKV/Homo sapiens/MEX/41-017-F_V0_O/2016","Zika virus","Asian","MH157199","10642","-N/A-",2016-08-08,"Human","Homo sapiens","Mexico","genomic RNA",10642,0.967454545454545,">90%",2016-08-08,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Mexico"
"695","ZIKV/Homo_Sapiens/NIC/6253_CZB221/2016","Zika virus","Asian","OK054479","10744","-N/A-",2016-08-08,"Human","Homo sapiens","Nicaragua","genomic RNA",10744,0.976727272727273,">90%",2016-08-08,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"696","FLSR103","Zika virus","Asian","MK269360","10781","-N/A-",2016-08-09,"Human","Homo sapiens","United States of America","genomic RNA",10781,0.980090909090909,">90%",2016-08-09,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"North America","USA"
"697","PR/DB-ZIKV650/2016","Zika virus","Asian","MW122420","10272","-N/A-",2016-08-09,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-09,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"698","ZIKV/Homo_Sapiens/NIC/7180_CZB122/2016","Zika virus","Asian","OK054409","10760","-N/A-",2016-08-09,"Human","Homo sapiens","Nicaragua","genomic RNA",10760,0.978181818181818,">90%",2016-08-09,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"699","ZIKV/Homo_Sapiens/NIC/9181_CZB202/2016","Zika virus","Asian","OK054422","10727","-N/A-",2016-08-09,"Human","Homo sapiens","Nicaragua","genomic RNA",10727,0.975181818181818,">90%",2016-08-09,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"700","ZIKV/Homo sapiens/MEX/41-017-F_V3_O/2016","Zika virus","Asian","MH157202","10660","-N/A-",2016-08-10,"Human","Homo sapiens","Mexico","genomic RNA",10660,0.969090909090909,">90%",2016-08-10,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Mexico"
"701","PR/DB-ZIKV323/2016","Zika virus","Asian","MW122396","10272","-N/A-",2016-08-11,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-11,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"702","ZIKV/Homo_Sapiens/NIC/7706_CZB180/2016","Zika virus","Asian","OK054434","10782","-N/A-",2016-08-12,"Human","Homo sapiens","Nicaragua","genomic RNA",10782,0.980181818181818,">90%",2016-08-12,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"703","ZIKV/Homo sapiens/MEX/2016/Mexico-4227","Zika virus",NA,"MF801392","9740","-N/A-",2016-08-13,"Human","Homo sapiens","Mexico","genomic RNA",9740,0.885454545454545,"50-90%",2016-08-13,2016-08-07,2016-08-07,2016-08-07,2016-01-01,"South America","Mexico"
"704","ZIKV/Homo_Sapiens/NIC/4105_CZH220/2016","Zika virus","Asian","OK054442","10758","-N/A-",2016-08-14,"Human","Homo sapiens","Nicaragua","genomic RNA",10758,0.978,">90%",2016-08-14,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"705","ZIKV/Homo_Sapiens/NIC/4797_CHB3167/2016","Zika virus","Asian","OK054460","10770","-N/A-",2016-08-14,"Human","Homo sapiens","Nicaragua","genomic RNA",10770,0.979090909090909,">90%",2016-08-14,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"706","ZIKV/Homo_Sapiens/NIC/7504_CZB150/2016","Zika virus","Asian","OK054463","10770","-N/A-",2016-08-14,"Human","Homo sapiens","Nicaragua","genomic RNA",10770,0.979090909090909,">90%",2016-08-14,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"707","Zika virus/H.sapiens-wt/USA/2016/MA-WGS16-034-SER","Zika virus","Asian","KY785459","10341","-N/A-",2016-08-15,"Human","Homo sapiens","United States of America","genomic RNA",10341,0.940090909090909,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"North America","USA"
"708","ZIKV/Homo sapiens/MEX/41-017-F_V7_O/2016","Zika virus","Asian","MH157205","10657","-N/A-",2016-08-15,"Human","Homo sapiens","Mexico","genomic RNA",10657,0.968818181818182,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Mexico"
"709","E3R","Zika virus","Asian","MW008559","10670","-N/A-",2016-08-15,"Human","Homo sapiens; male, age 29","Trinidad and Tobago","genomic RNA",10670,0.97,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"710","PR/DB-ZIKV093/2016","Zika virus","Asian","MW122379","10272","-N/A-",2016-08-15,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"711","PR/DB-ZIKV503/2016","Zika virus","Asian","MW122404","10272","-N/A-",2016-08-15,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"712","PR/DB-ZIKV590/2016","Zika virus","Asian","MW122414","10272","-N/A-",2016-08-15,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
"713","ZIKV/Homo_Sapiens/NIC/5540_CZB226/2016","Zika virus","Asian","OK054443","10758","-N/A-",2016-08-15,"Human","Homo sapiens","Nicaragua","genomic RNA",10758,0.978,">90%",2016-08-15,2016-08-14,2016-08-07,2016-08-07,2016-01-01,"South America","Rest Central America"
